theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,url
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-120-M,1.3.01-120-M,5 Points,What is the right course of action?,A. I have to allow [the blue vehicle] to pass; B. I may make the turn before [the green vehicle]; C. I have to allow [the green vehicle] to pass through,A. I have to allow [the blue vehicle] to pass; B. I may make the turn before [the green vehicle],"If you are on a priority road and you want to turn left, you will have to let oncoming cars drive by. If a vehicle drives next to you, which contrary to you remains on the priority road, then this car driver has priority. However, if a vehicle from another street with the traffic sign ""Give way"" wishes to turn into your priority road, he/she may only drive last.",images/1_3_01-120-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-120-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-121-M,1.3.01-121-M,5 Points,What is the right course of action?,A. I have to allow the tram to pass through; B. I have to allow the tractor to pass through; C. I may not stop and wait on the rails,A. I have to allow the tram to pass through,"You are on the priority road. The tractor must therefore wait and let you turn left first. However, you must first let the tram that continues straight ahead on the priority road pass, since straight-ahead traffic always takes precedence over traffic that wants to turn.",images/1_3_01-121-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-121-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-122-M,1.3.01-122-M,5 Points,What is the right course of action?,A. I have to wait; B. [The green car] has to wait,A. I have to wait,"If you are at an intersection and you see the ""Give way"" traffic sign, you must wait and let the car driver pass through on the priority road.",images/1_3_01-122-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-122-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-123-M,1.3.01-123-M,5 Points,What is the right course of action?,A. I have to wait; B. [The yellow car] has to wait,A. I have to wait,"You and another road user are on a turning priority road. The other vehicle follows the course of the priority road, you want to leave. Therefore, you must let the other road user drive through first.",images/1_3_01-123-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-123-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-124-M,1.3.01-124-M,5 Points,What is the right course of action?,A. I have to wait; B. I may pass through the junction before [the motorbike],A. I have to wait,You want to cross a turning priority road. Here you must give priority to all vehicles on the priority road and wait until the priority road is free for you to cross.,images/1_3_01-124-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-124-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-125-M,1.3.01-125-M,5 Points,What is the right course of action?,A. I have to allow right of way to the [red car]; B. I have right of way ahead of the [blue car]; C. I have to allow right of way to the [blue car],A. I have to allow right of way to the [red car]; B. I have right of way ahead of the [blue car],"Without additional priority-regulating traffic signs or traffic lights, the general ""left yields to right"" rule applies. The car coming from the right must be given priority. You have priority over the car coming from the left.",images/1_3_01-125-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-125-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-126-M,1.3.01-126-M,5 Points,What is the right course of action?,A. I move first; B. I have to allow [the yellow car] to pass through,A. I move first,"At the traffic sign ""right of way at the next intersection or T-junction"", you may drive first at the next intersection. A vehicle coming from the left must wait.",images/1_3_01-126-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-126-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-127-M,1.3.01-127-M,5 Points,In what sequence may each continue driving?,"A. [The cyclist], me, [the yellow car]; B. [The cyclist], [the yellow car], me; C. Me, [the cyclist], [the yellow car]","A. [The cyclist], me, [the yellow car]","You are on a turning priority road and you want to leave straight ahead. The cyclist follows the course of the priority road and therefore has priority over you. The car from the left must grant you right of way according to the rule ""left yields to right"".",images/1_3_01-127-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-127-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-128-M,1.3.01-128-M,5 Points,Who can move first in this situation?,A. Me; B. The [red] car; C. The [blue] tractor,A. Me,"The basic rule ""right before left"" does not apply to vehicles driving out of a field or forest path onto another road.",images/1_3_01-128-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-128-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-129-M,1.3.01-129-M,5 Points,What is the right course of action here?,A. I wait until [the cyclist] has completed the turn; B. I take priority before [the cyclist]; C. I warn [the cyclist] by sounding the horn,A. I wait until [the cyclist] has completed the turn,"At intersections and junctions, whoever is coming from the right has the right of way.",images/1_3_01-129-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-129-M
Theme 1.3.,Priority,1.3.01 Chapter,Priority,1.3.01-130-M,1.3.01-130-M,5 Points,Which is correct in this situation?,A. I have to wait; B. [The blue car] has to wait; C. I have to reach an understanding with the driver of the [blue car],A. I have to wait,"You can see from the signs that this is not a roundabout. Therefore, right before left applies.",,https://www.clickclickdrive.de/fragenkatalog/en/1.3.-priority/1.3.01-priority/1.3.01-130-M
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-001,1.4.40-001,4 Points,What do you do when you see this traffic sign?,A. Reduce speed; B. Be ready to brake; C. Observe the traffic coming from the right only,A. Reduce speed; B. Be ready to brake,"This traffic sign alerts you about an approaching, confusing intersection or T-junction. You should slow down your speed and be ready to brake, since the right road user has priority here. You should also pay close attention to the traffic on the left, since you have to expect that it will not fulfill its obligation to wait and possibly ignore your right of way. Adjust your speed so that you can see the traffic coming from the right and, if necessary, brake without any problems.",images/1_4_40-001.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-001
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-002,1.4.40-002,3 Points,What should you remember when you see this traffic sign?,A. Braking distance is greater on downhill slopes than on level ground; B. The brakes may become less efficient with prolonged use; C. The brakes become more efficient when no gear is selected,A. Braking distance is greater on downhill slopes than on level ground; B. The brakes may become less efficient with prolonged use,"This traffic sign warns you of an incline of up to 10%. This means that you must be aware of the longer braking distance, which arises at this incline in contrast to a plane road. Since the brakes may become hot during extended braking and may lose function, it is important that the driver shifts to a lower gear to take advantage of the engine braking effect. Under no circumstances should you disengage.",images/1_4_40-002.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-002
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-004,1.4.40-004,3 Points,What do you do when you see this traffic sign?,"A. Give precedence to oncoming traffic; B. When there are two lanes in one direction, employ the zipper feed-in method; C. Where there are two lanes in one direction and you are driving on the left lane, you take absolute precedence","A. Give precedence to oncoming traffic; B. When there are two lanes in one direction, employ the zipper feed-in method","Warning sign: It warns you of a narrowing of the lane in your direction of travel. If two lanes narrow to one, the zip merging takes effect. This means: there is no absolute priority; The driver of the narrowing lane must be able to merge seamlessly into the traffic.",images/1_4_40-004.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-004
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-005,1.4.40-005,3 Points,You see this traffic sign. What must you reckon with?,A. Oncoming traffic; B. Dazzle from oncoming traffic at night; C. Oncoming traffic taking precedence,A. Oncoming traffic; B. Dazzle from oncoming traffic at night,"If you see this traffic sign, you as a driver will have to expect on oncoming traffic and glare from headlights. It warns you where you would not normally expect oncoming traffic: when driving on one-way streets, along construction sites or at barriers of individual lanes on highways. For black arrows, no direction has priority.",images/1_4_40-005.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-005
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-006,1.4.40-006,5 Points,What does this traffic sign require of you?,A. Greatest alertness; B. Readiness to brake; C. Reduction in speed,A. Greatest alertness; B. Readiness to brake; C. Reduction in speed,"The sign will point you to a school, kindergarten or playground nearby. Here you have to drive with adapted speed and increased attention. Children could suddenly run onto the road without paying attention to the traffic. Always be ready to brake.",images/1_4_40-006.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-006
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-008,1.4.40-008,3 Points,What does this traffic sign combination indicate?,A. Danger in connection with horses; B. That people on horseback have priority over motor vehicles; C. No through-traffic because of a bridle-path,A. Danger in connection with horses,The exclamation mark indicates danger ahead. The sign with a rider shows that you have to expect horses and riders on the road.,images/1_4_40-008.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-008
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-009,1.4.40-009,3 Points,What does this traffic sign combination indicate?,A. Danger in connection with horse and carriages; B. That horse and carriages have priority over motor vehicles; C. Horse and carriages are not allowed to pass through,A. Danger in connection with horse and carriages,The exclamation mark stands for a general hazard warning. The exact nature of the hazard is shown by the additional sign: Here you must expect horse and cart on the road.,images/1_4_40-009.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-009
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-010,1.4.40-010,3 Points,What must you anticipate when you see this road sign?,A. A pedestrian crossing that is hard to see; B. Pedestrians that might cross the road; C. Pedestrians who may only cross the road from the right,A. A pedestrian crossing that is hard to see; B. Pedestrians that might cross the road,This is a danger sign warning you of a pedestrian crossing. The pedestrian crossing may be difficult to see. Pedestrians will use the pedestrian crossing to cross the roadway. Be especially alert.,images/1_4_40-010.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-010
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-011,1.4.40-011,3 Points,What must you do upon seeing this traffic sign?,A. - drive up to the pedestrian crossing at a moderate speed; B. - be particularly attentive; C. - be ready to brake,A. - drive up to the pedestrian crossing at a moderate speed; B. - be particularly attentive; C. - be ready to brake,"This danger sign indicates that there is a pedestrian crossing in the immediate vicinity. You must watch out for pedestrians and let them cross the road. You should approach at a moderate speed, stop under certain circumstances and never overtake at the crossing.",images/1_4_40-011.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-011
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-012,1.4.40-012,3 Points,What danger is indicated to you by this traffic sign?,A. Sidewind; B. The risk that my vehicle may be shifted sideways; C. Air traffic,A. Sidewind; B. The risk that my vehicle may be shifted sideways,This traffic sign warns of strong crosswinds and that your vehicle could be displaced sideways.,images/1_4_40-012.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-012
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-013,1.4.40-013,3 Points,You are driving on a road with one lane in each direction. Which roadsign indicates that you must always give way to oncoming traffic?,A. ; B. ; C. ,A. ; B. ,"The traffic sign “road narrowed on one side from the right” means that your lane will narrow significantly. Here you have to give way to oncoming traffic.

The traffic sign “Give priority to oncoming traffic” shows with the red arrow that you must give priority to oncoming traffic.",images/1_4_40-013.png; images/1_4_40-013.png; images/1_4_40-013.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-013
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-101,1.4.40-101,2 Points,You pass this traffic sign while driving outside a built-up area. How far off is the hazard to be expected?,A. Between 150 m and 250 m; B. Between 50 m and 150 m; C. Between 250 m and 350 m,A. Between 150 m and 250 m,The sign warns of danger ahead. Expect the dangerous area outside of built-up areas at a distance of 150 - 250 m. Reduce your speed and drive with increased attention.,images/1_4_40-101.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-101
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-103,1.4.40-103,3 Points,What must you be prepared for when you pass these traffic signs?,A. - this road may be used for winter sports; B. - there is packed snow or black ice on the roadway; C. - only the pavements are used for winter sports,A. - this road may be used for winter sports; B. - there is packed snow or black ice on the roadway,You must be prepared for skiers and tobogganers crossing the road. This traffic sign informs you that on this road winter sports can be operated and no winter road clearance clears the snow. You need to expect increased danger of slipping due to the snow that sticks to the road.,images/1_4_40-103.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-103
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-105,1.4.40-105,3 Points,What do you do when you see this traffic sign?,A. Reduce your speed; B. Drive as far as possible over on the right-hand side; C. Accelerate strongly immediately after the right bend,A. Reduce your speed; B. Drive as far as possible over on the right-hand side,"The sign warns you of a double bend. First expect a right turn, then a left turn. You could drive onto the oncoming lane. Adjust your speed and drive far to the right to avoid collision with oncoming traffic.",images/1_4_40-105.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-105
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-106,1.4.40-106,2 Points,What do you have to expect after these traffic signs?,A. A downhill slope 800 m in length; B. An uphill slope 800 m in length; C. The beginning of a downhill slope 800 m ahead,A. A downhill slope 800 m in length,"After this traffic sign, an incline of 10% starts. The additional sign informs about the length of the danger zone of 800 meters. The arrows to the right and left indicate that the incline starts from the sign. Without arrows it would mean that the incline begins at a distance of 800 meters.",images/1_4_40-106.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-106
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-107,1.4.40-107,2 Points,What do you do when you see this traffic sign?,"A. Change down gear, if necessary; B. Change to a higher gear in order to maintain your speed; C. Brake so that your speed will not increase too much on the downhill slope","A. Change down gear, if necessary","The traffic sign informs about a strong incline of 12%. Depending on the vehicle performance, it is necessary to shift down to a lower gear, so that you do not create a traffic obstruction and a danger to others due to driving too slowly. When you accelerate while going uphill and you don't get faster, you need to gear down.",images/1_4_40-107.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-107
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-108,1.4.40-108,2 Points,What should you do when you approach this traffic sign?,A. Reduce your speed; B. Increase your speed; C. Avoid the uneven patches by making sudden steering wheel movements,A. Reduce your speed,The road in front of you is uneven and may have diagonal or longitudinal grooves. This sign warns against them. You cannot only get into a skid in damp and cold weather. Avoid fast steering movements.,images/1_4_40-108.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-108
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-109,1.4.40-109,2 Points,What dangers can arise if this traffic sign is ignored?,A. The vehicle could go into a skid and endanger oncoming traffic; B. The vehicle could suffer a broken axle or spring fracture; C. The load could be damaged,A. The vehicle could go into a skid and endanger oncoming traffic; B. The vehicle could suffer a broken axle or spring fracture; C. The load could be damaged,Due to inappropriate driving there is a risk of skidding on this section of the route with endangerment of oncoming traffic. The route is uneven with possible diagonal and longitudinal grooves. This means that your tires will have lower grip. You need to throttle your speed in order to be able to steer the vehicle safely.,images/1_4_40-109.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-109
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-112,1.4.40-112,3 Points,What does this traffic sign warn you of?,A. Danger of skidding when the roadway is dirty; B. Danger of skidding when the roadway is wet; C. Drivers under the influence of alcohol,A. Danger of skidding when the roadway is dirty; B. Danger of skidding when the roadway is wet,The road in front of you has an increased risk of skidding when it's wet or dirty. You should reduce your speed and not brake or steer abruptly.,images/1_4_40-112.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-112
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-114,1.4.40-114,3 Points,What do you do when you see this traffic sign?,A. Reduce your speed; B. Refrain from overtaking; C. Always stop before the road narrows,A. Reduce your speed; B. Refrain from overtaking,"This is a warning sign and it warns drivers of an imminent narrowing of the road. You have to expect oncoming traffic and behave as follows: Reduce your speed and refrain from overtaking maneuvers. Stopping in front of the bottleneck is only required if an oncoming vehicle is already in the bottleneck. Instead of a specific priority, zip merging applies, according to which the drivers are merging into the lane.",images/1_4_40-114.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-114
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-115,1.4.40-115,2 Points,What must you reckon with when you see these traffic signs?,A. The roadway narrowing approximately 50 m ahead; B. The roadway narrowing for 50 m; C. A road widening 50 m ahead,A. The roadway narrowing approximately 50 m ahead,Expect a narrowed lane 50 m ahead. Please drive slowly and ready for braking to the danger area to be able to react to traffic congestion.,images/1_4_40-115.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-115
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-116,1.4.40-116,2 Points,What must you reckon with when you see this traffic sign?,A. Traffic from road construction vehicles; B. Men at work on the roadway; C. Construction materials on the roadway,A. Traffic from road construction vehicles; B. Men at work on the roadway; C. Construction materials on the roadway,"When there's a construction site it is to be expected that construction site vehicles and workers can come very close to flowing traffic. Also building materials and tools could be on the road. Even if the construction site is not operated at the moment, a soiled road is to be expected. There is a risk of slipping and skidding.",images/1_4_40-116.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-116
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-118,1.4.40-118,3 Points,What must you reckon with when you see this traffic sign?,A. Traffic congestion; B. The vehicles driving in front may suddenly brake; C. The roadway widens into three lanes,A. Traffic congestion; B. The vehicles driving in front may suddenly brake,This traffic sign warns against congestion on this section. Adjust your speed and the safety distance to the vehicle ahead according to the dangerous situation. The vehicle in front of you could suddenly brake. Also keep an eye on the traffic flow in front of the vehicle in front of you. You may drive a little offset within the lane.,images/1_4_40-118.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-118
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-121,1.4.40-121,2 Points,What does this traffic sign indicate?,A. Traffic lights; B. A customs post; C. A level crossing with flashing red light,A. Traffic lights,Please pay attention to a badly recognizable light indicator like a traffic light. In the further course of the road a danger spot like an intersection or a construction site area might possibly follow.,images/1_4_40-121.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-121
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-127,1.4.40-127,2 Points,What do these traffic signs indicate?,A. A level crossing on the road turning right; B. The direction from which a train could come; C. A diversion avoiding the level crossing,A. A level crossing on the road turning right,"Pay attention to an unguarded level crossing, if you drive to the right at this point or turn. If you continue straight ahead, this sign has no meaning for you.",images/1_4_40-127.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-127
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-130,1.4.40-130,2 Points,What does this traffic sign indicate?,A. A level crossing approximately 160 m ahead; B. A level crossing approximately 80 m ahead; C. A level crossing approximately 240 m ahead,A. A level crossing approximately 160 m ahead,The sign that warns you of a level crossing ahead informs you about a level crossing that is 160 meters away. Approach the danger zone cautiously and ready to brake in case a train crosses your path.,images/1_4_40-130.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-130
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-131,1.4.40-131,2 Points,What does this traffic sign indicate?,A. A level crossing approximately 80 m ahead; B. A level crossing approximately 160 m ahead; C. A level crossing approximately 240 m ahead,A. A level crossing approximately 80 m ahead,"The traffic sign is a distance beacon. This traffic sign is always placed on both sides of the road. It belongs to the group of danger signs.
The traffic sign shown is a one-lane distance beacon. The single red stripe means that there is a level crossing 80 meters away.",images/1_4_40-131.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-131
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-132,1.4.40-132,2 Points,What does this traffic sign combination indicate?,A. - at a distance of approximately 240 m; B. - at a distance of approximately 80 m; C. - at a distance of approximately 160 m,A. - at a distance of approximately 240 m,About 240 meters in front of you there is a railroad crossing. The level crossing ahead marker warns from this danger. Each line represents a distance of 80 m.,images/1_4_40-132.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-132
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-133,1.4.40-133,3 Points,What does this traffic sign combination indicate?,A. Icy conditions; B. Snowy conditions; C. Avalanches,A. Icy conditions; B. Snowy conditions,Pay attention to sudden snow or ice in this area. Individual road sections can be unexpectedly slippery. Adjust your speed to the prevailing weather conditions.,images/1_4_40-133.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-133
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-134,1.4.40-134,3 Points,What must you anticipate with this road sign combination?,A. A dirt covered roadway; B. Farm livestock on the roadway; C. Wild animals crossing,A. A dirt covered roadway; B. Farm livestock on the roadway,"This combination of traffic signs indicates cattle drive, as the animals are polluting the road when passing it. For wild animals crossing there's another traffic sign.",images/1_4_40-134.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-134
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-135,1.4.40-135,2 Points,What do you have to be aware of when you see this traffic sign combination?,A. A rail crossing at a distance of 240 m; B. No overtaking of vehicles permitted; C. A rail crossing at a distance of 120 m,A. A rail crossing at a distance of 240 m; B. No overtaking of vehicles permitted,The traffic signs warn you of a railroad crossing 240 meters away. From the three-lined level crossing ahead marker to the danger zone including the intersection overtaking other motor vehicles is prohibited. An overtaking maneuver in this area could endanger you and other road users.,images/1_4_40-135.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-135
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-136,1.4.40-136,2 Points,What awaits you with this traffic sign combination?,"A. A work site, commencing at a distance of approximately 100 m; B. A work site, ending at a distance of approximately 100 m; C. A work site that is approximately 100 m in length","A. A work site, commencing at a distance of approximately 100 m",The traffic sign warns you of a construction site in a distance of 100 meters. Pay close attention to the danger zone and be ready to brake in case of traffic congestion.,images/1_4_40-136.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-136
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-137,1.4.40-137,3 Points,You pass by this traffic sign combination at an outside temperature of +3 °C. What should you do?,"A. I reduce my speed; B. I continue driving as before, because there is nothing to indicate slippery ice; C. I immediately reduce the distance between me and the vehicle in front",A. I reduce my speed,"The combination of these traffic signs warns of sudden ice formation on this section. This often happens on bridges. Snow and ice extend the braking distance. Therefore, reduce the speed and increase the distance to the vehicle in front of you.",images/1_4_40-137.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-137
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-138,1.4.40-138,3 Points,What should you avoid when you see this danger sign?,A. Accelerating heavily; B. Sudden steering manoeuvres; C. Driving close to the vehicle in front,A. Accelerating heavily; B. Sudden steering manoeuvres; C. Driving close to the vehicle in front,"The combination of these traffic signs warns of loose chippings or gravel on this section of the route. Stones and chippings can be whirled up. Therefore, avoid strong acceleration and heavy steering movements. Keep a safe distance from the vehicle in front of you.",images/1_4_40-138.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-138
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-139,1.4.40-139,2 Points,What does this traffic sign combination indicate?,A. A moveable bridge; B. A ferry; C. Drainage works,A. A moveable bridge,"In this combination, the traffic signs warn you of a moving bridge. Watch out for passing ships, for which the bridge can be tilted up or moved.",images/1_4_40-139.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-139
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-140,1.4.40-140,2 Points,What must you be aware of when you see this traffic sign combination?,A. The road leads to the bank of a waterway; B. There is a risk of confusing the water surface and roadway in darkness or in poor visibility; C. An entrance exit point must be kept clear for amphibian vehicles,A. The road leads to the bank of a waterway; B. There is a risk of confusing the water surface and roadway in darkness or in poor visibility,"The combination of these traffic signs informs the car driver that the road leads to a shore. In poor visibility conditions such as fog or darkness, the water surface can be confused with a roadway.",images/1_4_40-140.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-140
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-141,1.4.40-141,3 Points,What must you be aware of when you see this traffic sign combination?,A. Avoid stopping and parking; B. Stones may be lying on the roadway; C. Vehicles in front may break suddenly,A. Avoid stopping and parking; B. Stones may be lying on the roadway; C. Vehicles in front may break suddenly,"The combination of these traffic signs warns of falling or fallen rocks, meaning stones may fall on the road or are already on the road. It is to be expected that vehicles driving ahead will brake suddenly to avoid falling rocks. In your own interest, you should not stop or park in these areas.",images/1_4_40-141.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-141
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-142,1.4.40-142,3 Points,What does this traffic sign combination indicate?,A. A rail crossing; B. A rail underpass; C. A train station,A. A rail crossing,This traffic sign indicates that you will shortly be crossing a railroad crossing. A train station or underpass does not have to be present.,images/1_4_40-142.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-142
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-143,1.4.40-143,3 Points,What must you anticipate with this road sign?,A. You are nearing a hard right-hand bend; B. Oncoming traffic might cut the corner; C. Vehicles in front of me might slow down sharply,A. You are nearing a hard right-hand bend; B. Oncoming traffic might cut the corner; C. Vehicles in front of me might slow down sharply,This traffic sign warns of a sharp right turn. You should be aware that oncoming vehicles could cut the curve and reach into your lane. It is also to be expected that vehicles driving ahead will brake sharply.,images/1_4_40-143.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-143
