theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,video_paths,url
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-144,1.1.07-144,4 Punkte,Während der Fahrt in einem Tunnel bemerken Sie ein Feuer in Ihrem Fahrzeug. Das Verlassen des Tunnels ist nicht mehr möglich. Wie verhalten Sie sich?,A. - schalte die Warnblinkanlage ein; B. - stelle den Motor ab; C. - lasse den Zündschlüssel stecken,A. - schalte die Warnblinkanlage ein; B. - stelle den Motor ab; C. - lasse den Zündschlüssel stecken,Wenn Sie ein Feuer in Ihrem Fahrzeug am Verlassen eines Tunnels hindert: Stellen Sie das Fahrzeug unverschlossen mit abgestelltem Motor und steckendem Zündschlüssel ab. Alarmieren Sie die Tunnelüberwachungszentrale. Nehmen Sie zu Fuß den nächsten Fluchtweg.,,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-144
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-145,1.1.07-145,4 Punkte,Während der Fahrt in einem Tunnel haben Sie Ihr Fahrzeug wegen eines Feuers noch im Tunnel abstellen müssen. Wie verhalten Sie sich jetzt?,A. Ich löse Feueralarm an der Notrufstation aus; B. Ich lösche das Feuer soweit möglich; C. Ich schließe mein Fahrzeug ab,A. Ich löse Feueralarm an der Notrufstation aus; B. Ich lösche das Feuer soweit möglich,"Wenn Sie Ihr Fahrzeug aufgrund eines Feuers in einem Tunnel abstellen müssen, sollten Sie: den Motor abstellen, den Schlüssel im Zündschloss stecken lassen, um Einsatzkräften die Möglichkeit zu geben das Fahrzeug zu bewegen. Nach dem Aussteigen sollten Sie zügig den Feueralarm an der Notrufstation auslösen. Verlassen Sie den Tunnel schnellstmöglich über den nächsten Fluchtweg.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-145
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-146,1.1.07-146,5 Punkte,Womit müssen Sie rechnen?,A. - weiter ausschwenkt; B. - plötzlich stehen bleibt; C. - im rechten Fahrstreifen bleibt,A. - weiter ausschwenkt; B. - plötzlich stehen bleibt,"Sie sehen, dass der Lkw vor Ihnen abbiegen will. Das Fahrzeug verdeckt die Sicht auf das Verkehrsgeschehen, daher müssen Sie ihre Geschwindigkeit anpassen. Der Laster schwenkt vermutlich aus, um die Kurve nehmen zu können. Er könnte abrupt stehen bleiben, um Fußgänger oder andere Verkehrsteilnehmer passieren zu lassen.",images/1_1_07-146.png,videos/1_1_07-146.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-146
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-147,1.1.07-147,4 Punkte,Worauf müssen Sie jetzt achten?,A. Auf den vorausfahrenden Pkw; B. Auf das Fahrrad; C. Auf das Motorrad,A. Auf den vorausfahrenden Pkw; B. Auf das Fahrrad,"Sie wollen rechts abbiegen, der Ihnen vorausfahrende Pkw-Fahrer ebenso. Die Fußgängerampel der Querstraße, in die Sie einbiegen wollen, zeigt Grün, und der Fußgänger hat Vorrang. Möglicherweise fährt Ihr Vordermann an und stoppt bald darauf, um den Fußgänger passieren zu lassen. Rechts erkennen Sie außerdem einen Radfahrer. Dieser könnte rechts an Ihrem Fahrzeug vorbeifahren und Ihren abbiegenden Vordermann links umrunden. Vermeiden Sie seine Gefährdung.",images/1_1_07-147.png,videos/1_1_07-147.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-147
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-148,1.1.07-148,5 Punkte,Weshalb müssen Sie hier warten?,A. Wegen der Radfahrerin; B. Wegen des grünen Pkws; C. Wegen des Fußgängers,A. Wegen der Radfahrerin,"Der Radfahrerin ist Vorfahrt zu gewähren, weil sie sich auf der Vorfahrtstraße befindet. Warten Sie, bis die Radfahrerin an den Fahrzeugen vorbei und durchgefahren ist.",images/1_1_07-148.png,videos/1_1_07-148.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-148
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-149,1.1.07-149,5 Punkte,Weshalb müssen Sie hier warten?,A. Wegen des roten Pkws; B. Wegen der Radfahrerin; C. Wegen des Fußgängers,A. Wegen des roten Pkws,"Der Verkehr auf der Vorfahrtstraße staut sich. Der rote Pkw umfährt die stehenden Fahrzeuge, um links abzubiegen. Sie müssen warten und diesen Pkw passieren lassen, da er Vorfahrt hat.",images/1_1_07-149.png,videos/1_1_07-149.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-149
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-150,1.1.07-150,3 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich halte das Lenkrad gerade und fest; B. Ich weiche nach links aus; C. Ich weiche nach rechts aus,A. Ich halte das Lenkrad gerade und fest,"Wenn ein Tier von rechts kommend auf die Fahrbahn läuft, ist ein Ausweichmanöver ein natürlicher Reflex. Das kann jedoch weitaus fatalere Folgen haben, als wenn Sie die Spur halten. Ein Ausweichmanöver nach rechts kann in den Straßengraben, eines nach links zur Kollision mit dem Gegenverkehr führen. Das sicherste Verhalten ist es, weiter geradeaus zu fahren.",images/1_1_07-150.png,videos/1_1_07-150.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-150
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-151,1.1.07-151,3 Punkte,Wie sollten Sie sich jetzt verhalten?,A. Ich führe eine Gefahrenbremsung durch; B. Ich hupe; C. Ich weiche nach links aus,A. Ich führe eine Gefahrenbremsung durch; B. Ich hupe,"Sie sehen, dass das Tier im Begriff ist, auf die Fahrbahn zu laufen. Durch Hupen können Sie es möglicherweise davon abhalten. Zusätzlich sollten Sie eine Gefahrenbremsung einleiten, um einen möglichen Zusammenstoß abzumildern. Weichen Sie nicht aus! Das führt eher zu Unfällen mit Personenschaden als eine Wildkollision.",images/1_1_07-151.png,videos/1_1_07-151.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-151
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-152-M,1.1.07-152-M,5 Punkte,Worauf müssen Sie beim Umschalten der Ampel auf „Grün“ achten?,A. Auf [den Fußgänger]; B. Auf das Motorrad; C. Auf den Gegenverkehr,A. Auf [den Fußgänger]; B. Auf das Motorrad,"Während Sie an der roten Ampel warten, drängt sich ein Motorradfahrer an den stehenden Fahrzeugen vorbei. Beim Umschalten der Ampel auf Grün sollten Sie auf den Motorradfahrer achten und ihn vorbeilassen, bevor er ein riskantes Überholmanöver einleitet. Sie sollten aber auch den Fußgänger die Straße überqueren lassen, der sich trotz Grün noch auf der Fahrbahn befindet.",images/1_1_07-152-M.png,videos/1_1_07-152-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-152-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-153-M,1.1.07-153-M,3 Punkte,Worauf müssen Sie sich in dieser Situation einstellen?,A. Dass Gegenverkehr auftaucht; B. Dass der Lkw-Fahrer auf die Fahrbahn springt; C. Dass Verkehrszeichen durch den Lkw verdeckt sind,A. Dass Gegenverkehr auftaucht; B. Dass der Lkw-Fahrer auf die Fahrbahn springt; C. Dass Verkehrszeichen durch den Lkw verdeckt sind,Der Lkw blockiert Ihre Sicht. Sie können daher weder den Gegenverkehr noch Verkehrszeichen hinter dem Laster erkennen. Nähern Sie sich dem Fahrzeug mit geringer Geschwindigkeit. Schauen Sie nach Gegenverkehr (dieser hat Vorrang) und halten Sie beim Umfahren Abstand zur offenen Fahrertür. Der Fahrer des Lkws könnte unvermittelt aussteigen und auf die Fahrbahn springen.,images/1_1_07-153-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-153-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-154,1.1.07-154,4 Punkte,Wie verhalten Sie sich bei einer Tunneldurchfahrt richtig?,"A. In einem Tunnel mit Gegenverkehr orientiere ich mich am rechten Fahrbahnrand; B. Ich präge mir Sicherheitseinrichtungen wie Notausgänge und Notruftelefone ein; C. Ich fahre mit verringertem Abstand, damit ich mich an den Schlussleuchten des vorausfahrenden Fahrzeugs orientieren kann",A. In einem Tunnel mit Gegenverkehr orientiere ich mich am rechten Fahrbahnrand; B. Ich präge mir Sicherheitseinrichtungen wie Notausgänge und Notruftelefone ein,"Bei einer Tunneldurchfahrt verhalten Sie sich wie folgt: Achten Sie auf die Einhaltung des Sicherheitsabstandes und orientieren Sie sich am rechten Fahrbahnrand, um eine Blendung durch den Gegenverkehr zu vermeiden. Verschaffen Sie sich einen Überblick über Sicherheitseinrichtungen, damit Sie wissen, wo sich der nächste Notausgang und das Notruftelefon befinden.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-154
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-155-M,1.1.07-155-M,4 Punkte,Worauf müssen Sie jetzt achten?,A. Auf [den Radfahrer] links; B. Auf [die Radfahrerin] rechts; C. Auf [den grünen Pkw],A. Auf [den Radfahrer] links; B. Auf [die Radfahrerin] rechts,"Sie beabsichtigen, links abzubiegen. In gleicher Richtung bewegen sich zwei Fahrradfahrer. Auf diese müssen Sie besonders achten, da sie ohne Ankündigung ebenfalls in die Straße einscheren könnten.",images/1_1_07-155-M.png,videos/1_1_07-155-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-155-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-156-M,1.1.07-156-M,3 Punkte,Wie sollten Sie sich jetzt verhalten?,A. Ich führe eine Gefahrbremsung durch; B. Ich halte das Lenkrad gerade und fest; C. Ich weiche nach links aus,A. Ich führe eine Gefahrbremsung durch; B. Ich halte das Lenkrad gerade und fest,"Da der Hund (von rechts) auf die Straße zu laufen scheint, führe bitte eine Gefahrenbremsung durch und halte das Lenkrad gerade und fest.",images/1_1_07-156-M.png,videos/1_1_07-156-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-156-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-157-M,1.1.07-157-M,4 Punkte,Worauf sollten Sie sich in dieser Situation einstellen?,A. Der Bus schwenkt beim Anfahren kurz auf meinen Fahrstreifen aus; B. Personen betreten hinter dem Bus die Fahrbahn; C. Das Quad fährt plötzlich an,A. Der Bus schwenkt beim Anfahren kurz auf meinen Fahrstreifen aus; B. Personen betreten hinter dem Bus die Fahrbahn,"Bitte stellte dich darauf ein, dass Personen hinter dem Bus die Fahrbahn betreten könnten und das der Bus schwenkt und kurz auf deinen Fahrstreifen kommt.",images/1_1_07-157-M.png,videos/1_1_07-157-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-157-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-158,1.1.07-158,4 Punkte,Mit welchem Verhalten von Radfahrern müssen Sie rechnen?,A. - Einbahnstraßen in beide Richtungen; B. - Radwege auf der falschen Seite; C. - keine Beleuchtung bei Dunkelheit,A. - Einbahnstraßen in beide Richtungen; B. - Radwege auf der falschen Seite; C. - keine Beleuchtung bei Dunkelheit,"Alle 3 Antworten sind richtig. Radfahrer benutzen Einbahnstraßen in beide Richtungen, sie haben eventuell keine Beleuchtung bei Dunkelheit oder fahren auf Radwegen auf der falschen Seite.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-158
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-159-M,1.1.07-159-M,4 Punkte,Worauf müssen Sie sich hier einstellen?,A. Personen betreten die Fahrbahn; B. Entgegenkommende Fahrzeuge biegen nach links ab; C. Fahrzeuge biegen auf die Fahrbahn ein,A. Personen betreten die Fahrbahn; B. Entgegenkommende Fahrzeuge biegen nach links ab; C. Fahrzeuge biegen auf die Fahrbahn ein,"Das Verkehrszeichen deutet auf einen Wandererparkplatz hin, das heißt es können Personen über die Fahrbahn laufen und jederzeit Fahrzeuge vom Parkplatz runter oder auf ihn fahren.",images/1_1_07-159-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-159-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-160-M,1.1.07-160-M,5 Punkte,Warum müssen Sie jetzt anhalten?,A. Wegen [des Radfahrers]; B. Weil die Verkehrssituation unübersichtlich ist; C. Wegen des [gelben] Lkws,A. Wegen [des Radfahrers]; B. Weil die Verkehrssituation unübersichtlich ist,"Da Sie die Verkehrssituation nicht vollständig einsehen können und dem Radfahrer gegenüber Vorfahrt gewähren müssen, müssen Sie anhalten und sich vorsichtig hineintasten.",images/1_1_07-160-M.png,videos/1_1_07-160-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-160-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-161-M,1.1.07-161-M,5 Punkte,Sie möchten geradeaus weiterfahren. Wie verhalten Sie sich in dieser Situation richtig?,A. Ich lasse das [rote] Fahrzeug abbiegen; B. Ich lasse den Elektroroller die Fahrbahn überqueren; C. Ich überquere die Kreuzung als Erster,A. Ich lasse das [rote] Fahrzeug abbiegen; B. Ich lasse den Elektroroller die Fahrbahn überqueren,"Du kommst zuerst von einer Vorfahrtstraße. Da keine weiteren Verkehrszeichen zu sehen sind, gilt rechts vor links. Der rote PKW fährt rechts von dir und hat daher Vorfahrt. 
Der Elektroroller hat keine Vorfahrt, um einen Unfall zu vermeiden, solltest du ihn trotzdem überqueren lassen.",images/1_1_07-161-M.png,videos/1_1_07-161-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-161-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-162-M,1.1.07-162-M,3 Punkte,Sie möchten ausparken. Wie beurteilen Sie die Situation richtig?,A. - Fahrzeugführer sehen mich erst spät; B. - Fahrzeuge sehe ich erst spät; C. - Fahrzeugführer lassen mir beim Ausparken meinen Vorrang,A. - Fahrzeugführer sehen mich erst spät; B. - Fahrzeuge sehe ich erst spät,"Da das hinter dir parkende Fahrzeug sehr groß ist, wirst du von hinten komme Fahrzeuge erst spät sehen und du selbst wirst von anderen Fahrzeugführern erst spät erkannt.",images/1_1_07-162-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-162-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-163,1.1.07-163,3 Punkte,Warum ist das Vorbeifahren an dieser Unfallsituation gefährlich?,A. Weil Folgeunfälle möglich sind; B. Weil Fußgänger übersehen werden können; C. Weil die Verkehrslage unklar ist,A. Weil Folgeunfälle möglich sind; B. Weil Fußgänger übersehen werden können; C. Weil die Verkehrslage unklar ist,"Eine unübersichtliche Verkehrssituation liegt vor, mit plötzlichen Bremsmanövern durch Gaffer und mit die Straße überquerenden Fußgängern muss gerechnet werden.",images/1_1_07-163.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-163
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-164-M,1.1.07-164-M,5 Punkte,Worauf müssen Sie hier beim Rechtsabbiegen achten?,A. Auf [den Radfahrer]; B. Auf den Gegenverkehr; C. Auf das Motorrad,A. Auf [den Radfahrer],"Beim Rechtsabbiegen musst du immer darauf achten, ob sich Fußgänger oder Radfahrer nähern. Sie dürfen vor dir die Straße überqueren. Nutze hierfür in den Spiegel und außerdem den Schulterblick, um auch den toten Winkel einsehen zu können.",images/1_1_07-164-M.png,videos/1_1_07-164-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-164-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-165-M,1.1.07-165-M,5 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich führe eine Gefahrbremsung durch; B. Ich überquere die Kreuzung zügig; C. Ich bremse leicht ab,A. Ich führe eine Gefahrbremsung durch,"Der Roller nimmt dir die Vorfahrt. Um einen Unfall zu vermeiden, musst du sofort eine Gefahrenbremsung durchführen.",images/1_1_07-165-M.png,videos/1_1_07-165-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-165-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-166-M,1.1.07-166-M,4 Punkte,Womit müssen Sie in dieser Situation rechnen?,"A. [Der Radfahrer] schert nach links aus; B. Mit Gegenverkehr; C. [Der Radfahrer] steigt ab, um mich vorbeizulassen",A. [Der Radfahrer] schert nach links aus; B. Mit Gegenverkehr,"Da das Hindernis auf deiner Seite ist, musst du in diesem Fall warten. Zudem wird der Radfahrer das parkende Auto überholen und schert deshalb nach links aus.",images/1_1_07-166-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-166-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-167,1.1.07-167,4 Punkte,Sie fahren durch einen Tunnel. Welche Besonderheit besteht dabei?,A. - kann ich durch starke Fahrgeräusche abgelenkt werden; B. - sind Sicherheitseinrichtungen wie Notausgänge und Notruftelefone ausgeschildert; C. - kann ich durch Lichteffekte abgelenkt werden,A. - kann ich durch starke Fahrgeräusche abgelenkt werden; B. - sind Sicherheitseinrichtungen wie Notausgänge und Notruftelefone ausgeschildert; C. - kann ich durch Lichteffekte abgelenkt werden,"In einem Tunnel sind die Notausgänge und SOS-Notruftelefone gut sichtbar ausgeschildert und ausgeleuchtet. In einem Notfall solltest du die Einrichtungen nutzen.
Durch die unterschiedliche Beleuchtung, die Lichter der anderen Verkehrsteilnehmer und die deutlich lauteren Geräusche im Tunnel kannst du leicht abgelenkt werden.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-167
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-168-M,1.1.07-168-M,4 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich bremse ab; B. Ich weiche nach links aus; C. Ich beschleunige aufgrund meines Vorrangs,A. Ich bremse ab,"Das noch parkende Fahrzeug möchte auf die Straße einfahren und hat dich offensichtlich übersehen. Du solltest abbremsen, um einen Unfall zu vermeiden.",images/1_1_07-168-M.png,videos/1_1_07-168-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-168-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-169-M,1.1.07-169-M,4 Punkte,Womit müssen Sie jetzt rechnen?,A. Der Fahrer des [gelben] Fahrzeugs öffnet die Fahrertür; B. Der [blaue] Lkw schert nach links aus; C. [Der Radfahrer] schert nach links aus,A. Der Fahrer des [gelben] Fahrzeugs öffnet die Fahrertür; B. Der [blaue] Lkw schert nach links aus; C. [Der Radfahrer] schert nach links aus,"Das [gelben] Fahrzeug wird Anhalten, du musst also damit rechnen das der Fahrer die Tür öffnet. Der Radfahrer wird vermutlich nach links ausscheren um an dem gelben Fahrzeug vorbei zu Fahren. Ebenso musst du damit rechnen das der LKW los fährt.",images/1_1_07-169-M.png,videos/1_1_07-169-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-169-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-170,1.1.07-170,4 Punkte,"Sie befahren einen Straßenabschnitt, für den ein Stau gemeldet wurde. Wie verhalten Sie sich richtig?",A. Ich verfolge weiterhin die Verkehrsmeldungen; B. Ich fahre in Kurven und vor Kuppen besonders aufmerksam; C. Ich nutze den Notbremsassistenten zum sicheren Anhalten vor dem Stauende,A. Ich verfolge weiterhin die Verkehrsmeldungen; B. Ich fahre in Kurven und vor Kuppen besonders aufmerksam,"Du solltest besonders in Kurven und vor Kuppen besonders aufmerksam fahren, da die Verkehrssituation schlecht einsehbar ist. Außerdem solltest du weiterhin die Verkehrsmeldungen verfolgen.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-170
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-171,1.1.07-171,4 Punkte,Warum müssen Sie jetzt anhalten?,A. Wegen der Radfahrerin; B. Wegen der Fußgänger; C. Wegen des Lkws,A. Wegen der Radfahrerin,"Das ""Vorfahrt gewähren"" Zeichen in Kombination mit dem Fahrrad Zusatzzeichen zeigt dir, dass du auf mögliche Radfahrer achten und ihnen Vorfahrt gewähren musst. Daher musst du jetzt anhalten und die Radfahrerin vorbeifahren lassen.",images/1_1_07-171.png,videos/1_1_07-171.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-171
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-172-M,1.1.07-172-M,4 Punkte,Wie verhalten Sie sich in dieser Situation richtig?,A. Ich führe eine Gefahrbremsung durch; B. Ich fahre bremsbereit weiter; C. Ich beschleunige,A. Ich führe eine Gefahrbremsung durch,"Da plötzlich von links ein Radfahrer kommt, musst du eine Gefahrenbremsung durchführen.",images/1_1_07-172-M.png,videos/1_1_07-172-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-172-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-173,1.1.07-173,3 Punkte,Während der Fahrt überquert vor Ihrem Fahrzeug ein Reh die Fahrbahn. Was sollten Sie beachten?,A. Dem Reh können weitere Tiere folgen; B. Das Reh kann mitten auf der Fahrbahn stehen bleiben; C. Das Reh kann durch Einschalten des Fernlichts verscheucht werden,A. Dem Reh können weitere Tiere folgen; B. Das Reh kann mitten auf der Fahrbahn stehen bleiben,"Ein Reh ist sehr unberechenbar, vielleicht läuft es zurück in den Wald, vielleicht bleibt es auch mitten auf der Straße stehen. Du solltest deshalb deine Geschwindigkeit reduzieren und aufmerksam verfolgen, was geschieht, da auch weitere Tiere auf die Fahrbahn treten können.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-173
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-174-M,1.1.07-174-M,3 Punkte,Wie verhalten Sie sich richtig?,A. Ich bremse weiter ab; B. Ich bleibe zunächst auf meinem Fahrstreifen; C. Ich lenke jetzt nach links,A. Ich bremse weiter ab; B. Ich bleibe zunächst auf meinem Fahrstreifen,"Da der LKW vor dir rückwärts einparkt, musst du weiter abbremsen. Ein Fahrstreifenwechsel ist erst möglich, wenn der Fahrstreifen links von dir frei ist. Bleibe zunächst auf deinem Fahrstreifen und bremse weiter ab.",images/1_1_07-174-M.png,videos/1_1_07-174-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-174-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-175-M,1.1.07-175-M,4 Punkte,Worauf stellen Sie sich in dieser Situation ein?,A. [Der gelbe Pkw] biegt nach links ab; B. Ich muss auf meine Vorfahrt verzichten; C. [Die Fußgängerin] überquert die Straße,A. [Der gelbe Pkw] biegt nach links ab; B. Ich muss auf meine Vorfahrt verzichten,"Du fährst auf einer abbiegenden Vorfahrtsstraße. Wer eine Vorfahrtsstraße verlässt, muss Fahrzeugen, die der Vorfahrtsstraße folgen, die Vorfahrt gewähren.
Der gelbe Pkw blinkt und wird nach links abbiegen. Obwohl er keine Vorfahrt hat, wird er bei seiner hohen Geschwindigkeit nicht mehr anhalten können, ohne auf deine Spur zu kommen. Daher solltest du Bremsen und auf deine Vorfahrt verzichten, um eine Kollision zu vermeiden. Die Verpflichtung zur Unfallvermeidung steht über allen Vorfahrtsregeln.",images/1_1_07-175-M.png,videos/1_1_07-175-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-175-M
Thema 1.1.,Gefahrenlehre,1.1.07 Kapitel,Besondere Verkehrssituationen,1.1.07-176-M,1.1.07-176-M,4 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich bremse ab; B. Ich weiche nach links aus; C. Ich fahre gleichmäßig weiter,A. Ich bremse ab,"Im linken Seitenspiegel ist zu erkennen, dass ein Pkw hinter dir zum Überholen ansetzt. Zeitgleich könnte die Person auf dem Fahrrad rechts vor dir auf die Straße wechseln. Weiterhin kommt auf der gegenüberliegenden Fahrbahn ein Lkw entgegen. Alle drei Faktoren führen zu einer beengten Fahrbahn und erhöhen so die Unfallgefahr.
Du musst in dieser Situation also abbremsen, um eine Kollision mit dem überholenden Pkw und dem Fahrradfahrer zu vermeiden.",images/1_1_07-176-M.png,videos/1_1_07-176-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.07-besondere-verkehrssituationen/1.1.07-176-M
